Unnamed: 0	Query	Path_Bandage	Start_Bandage	End_Bandage	Extracted_Path	Start_SPAligner	End_SPAligner	Length_SPAligner	Path_SPAligner	Path_GraphAligner	Start_GraphAligner	End_GraphAligner	BandageVSSPAligner	FinalResultsBandageVSSPAligner	SPAlignerVSGraphAligner	FinalResultsSPAlignerVSGraphAligner	BandageVSGraphAligner	ResultsBandageVSGraphAligner	FinalResultBandageVSGraphAligner
516	gb|KF057030|+|0-825|ARO:3001684|OXA-313	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
517	gb|KF057031|+|0-825|ARO:3001685|OXA-314	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
518	gb|KF057032|+|0-825|ARO:3001686|OXA-315	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
519	gb|KF057033|+|0-825|ARO:3001687|OXA-316	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
520	gb|KF057034|+|0-825|ARO:3001688|OXA-317	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
521	gb|KF203108|+|0-825|ARO:3001522|OXA-334	(157) 5350482- (984)	157	984	5350482	156	929	773	5350482	5350482	157	984	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
522	gb|KF240808|+|0-861|ARO:3001386|TEM-209	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
523	gb|KF305666.1|+|0-825|ARO:3001715|OXA-259	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
524	gb|KF513177|+|0-861|ARO:3001356|SHV-172	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
525	gb|KF513178|+|0-861|ARO:3001357|SHV-173	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
526	gb|KF513179|+|0-861|ARO:3001388|TEM-211	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
527	gb|KF663615|+|0-858|ARO:3001390|TEM-213	"(47) 3478183-, 50639855- (34) , (47) 3478183-, 36393793+ (34)"	"47, 47"	"34, 34"	"3478183, 50639855,3478183, 36393793"	46	849	803	3478183	3478183	47	904	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
528	gb|KF705208|+|0-861|ARO:3001362|SHV-179	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
529	gb|KF705209|+|0-861|ARO:3001361|SHV-178	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
530	gb|KF711993|+|0-801|ARO:3001807|OXA-246	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
531	gb|KF885217|+|0-825|ARO:3001552|OXA-365	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
532	gb|KF944358|+|0-861|ARO:3001393|TEM-216	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
533	gb|KF986253|-|15-840|ARO:3001571|OXA-385	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
534	gb|KF986254|-|34-859|ARO:3001572|OXA-386	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
535	gb|KF986255|+|16-841|ARO:3001560|OXA-374	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
536	gb|KF986256.1|-|40-865|ARO:3001561|OXA-375	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
537	gb|KF986257|+|20-845|ARO:3001562|OXA-376	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
538	gb|KF986258|+|14-839|ARO:3001563|OXA-377	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
539	gb|KF986259.1|-|16-841|ARO:3001564|OXA-378	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
540	gb|KF986260|+|20-845|ARO:3001565|OXA-379	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
541	gb|KF986261|-|44-869|ARO:3001566|OXA-380	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
542	gb|KF986262.1|-|27-852|ARO:3001569|OXA-383	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
543	gb|KF986263.1|-|90-915|ARO:3001570|OXA-384	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
544	gb|KJ135342.1|-|48-873|ARO:3001576|OXA-390	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
545	gb|KJ135343|+|14-839|ARO:3001574|OXA-388	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
546	gb|KJ135344|+|14-839|ARO:3001567|OXA-381	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
547	gb|KJ135345|+|14-839|ARO:3001568|OXA-382	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
548	gb|KJ135346|+|14-839|ARO:3001575|OXA-389	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
549	gb|KJ173478|+|0-825|ARO:3001573|OXA-387	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
550	gb|KJ420612.1|+|1821-2622|ARO:3001409|OXA-14	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
551	gb|KJ427797|+|0-825|ARO:3001577|OXA-391	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
552	gb|KJ584914.1|+|0-825|ARO:3001605|OXA-414	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
553	gb|KJ584915.1|+|0-825|ARO:3001597|OXA-406	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
554	gb|KJ584916.1|+|0-825|ARO:3001598|OXA-407	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
555	gb|KJ584917.1|+|0-825|ARO:3001599|OXA-408	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
556	gb|KJ584918.1|+|0-828|ARO:3001600|OXA-409	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
557	gb|KJ584920.1|+|0-825|ARO:3001602|OXA-411	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
558	gb|KJ584921.1|+|0-825|ARO:3001603|OXA-412	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
559	gb|KJ584922.1|+|0-825|ARO:3001604|OXA-413	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
560	gb|KJ657570|+|0-801|ARO:3001495|OXA-233	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
561	gb|KJ776406|+|16-877|ARO:3001340|SHV-119	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
562	gb|KJ780076.1|+|0-825|ARO:3001587|OXA-401	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
563	gb|KJ780077.1|+|0-825|ARO:3001588|OXA-402	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
564	gb|KJ780078.1|+|0-825|ARO:3001586|OXA-400	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
565	gb|KJ920337.1|+|0-825|ARO:3001589|OXA-403	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
566	gb|KJ920338.1|+|0-825|ARO:3001595|OXA-404	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
567	gb|KJ949070.1|+|0-1215|ARO:3005039|PDC-55	(35514) 232416+ (36736)	35514	36736	232416	35513	36681	1168	232416	232416	35514	36736	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
568	gb|KJ949080.1|+|0-1194|ARO:3005038|PDC-65	(35514) 232416+ (36707)	35514	36707	232416	35513	36652	1139	232416	232416	35514	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
569	gb|KM087842|+|0-822|ARO:3001584|OXA-398	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
570	gb|KM114268|+|0-861|ARO:3003157|TEM-219	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
571	gb|KM233164|+|0-861|ARO:3003152|SHV-185	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
572	gb|KM233165|+|0-861|ARO:3003153|SHV-186	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
573	gb|KM433671|+|0-822|ARO:3003160|OXA-422	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
574	gb|KM433672|+|0-822|ARO:3003161|OXA-423	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
575	gb|KM555152|+|0-657|ARO:3003193|QnrVC7	(293) 53070132+ (949)	293	949	53070132	292	894	602	53070132	53070132	293	949	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
576	gb|KM588352|+|0-825|ARO:3003147|OXA-424	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
577	gb|KM588353|+|0-825|ARO:3003148|OXA-425	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
578	gb|KM588354|+|0-825|ARO:3003149|OXA-426	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
579	gb|KM979376.1|+|20-845|ARO:3003120|OXA-429	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
580	gb|KM979378.1|+|14-839|ARO:3003124|OXA-431	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
581	gb|KM979379.1|+|14-839|ARO:3003125|OXA-432	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
582	gb|KM979380.1|+|25-850|ARO:3003126|OXA-433	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
583	gb|KM998962.1|+|0-861|ARO:3003158|TEM-220	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
584	gb|KP050485|+|0-822|ARO:3001553|OXA-366	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
585	gb|KP050487.1|+|0-861|ARO:3001350|SHV-180	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
586	gb|KP050489|+|0-861|ARO:3001364|SHV-182	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
587	gb|KP050491|+|0-861|ARO:3001391|TEM-214	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
588	gb|KP050492|+|0-861|ARO:3001392|TEM-215	"(47) 3478183-, 50639855- (37) , (47) 3478183-, 36393793+ (37)"	"47, 47"	"37, 37"	"3478183, 50639855,3478183, 36393793"	46	852	806	3478183	3478183	47	907	Different	SinglePathMatch	MatchOnPath	SinglePathMatch	Different	SinglePathMatch	SinglePathMatch
589	gb|KP050494|+|0-861|ARO:3003156|SHV-189	(17) 1612535+ (877)	17	877	1612535	16	822	806	1612535	1612535	17	877	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
590	gb|KP143090.1|-|1199-1619|ARO:3003209|FosA5	(930) 29844- (1341)	930	1341	29844	929	1286	357	29844	29844	930	1349	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	MatchOnPathAndStart	SinglePathMatch	SinglePathMatch
591	gb|KP144324|+|0-822|ARO:3003162|OXA-435	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
592	gb|KP264124.1|+|76-898|ARO:3003639|OXA-482	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
593	gb|KP264125.1|+|83-905|ARO:3003640|OXA-483	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
594	gb|KP727574.1|+|0-822|ARO:3003596|OXA-440	(81) 254088- (902)	81	902	254088	80	847	767	254088	254088	81	902	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
595	gb|KP844571.1|+|0-825|ARO:3003598|OXA-442	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
596	gb|KP881233.1|+|0-1152|ARO:3004634|ADC-73	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
597	gb|KP881234.1|+|0-1152|ARO:3003880|ADC-74	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
598	gb|KP881235.1|+|0-1152|ARO:3003881|ADC-75	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
599	gb|KP881236.1|+|0-1152|ARO:3003882|ADC-76	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
600	gb|KP881237.1|+|53-1205|ARO:3003883|ADC-77	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
601	gb|KP881238.1|+|0-1152|ARO:3003884|ADC-78	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
602	gb|KP881239.1|+|0-1152|ARO:3003885|ADC-79	(64) 126080+ (1215)	64	1215	126080	68	1160	1092	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
603	gb|KP881241.1|+|0-1167|ARO:3003887|ADC-81	(64) 126080+ (1215)	64	1215	126080	63	1160	1097	126080	126080	64	1215	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
604	gb|KR057742.1|+|0-1116|ARO:3004336|PDC-73	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
605	gb|KR057744.1|+|0-1116|ARO:3004338|PDC-75	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
606	gb|KR057745.1|+|0-1116|ARO:3004339|PDC-76	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
607	gb|KR057746.1|+|0-1116|ARO:3004340|PDC-77	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
608	gb|KR057747.1|+|0-1116|ARO:3004341|PDC-78	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
609	gb|KR057748.1|+|0-1116|ARO:3004342|PDC-79	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
610	gb|KR057750.1|+|0-1116|ARO:3004344|PDC-81	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
611	gb|KR057751.1|+|0-1116|ARO:3004345|PDC-82	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
612	gb|KR057752.1|+|0-1116|ARO:3004346|PDC-83	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
613	gb|KR057753.1|+|0-1116|ARO:3004347|PDC-84	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
614	gb|KR057754.1|+|0-1116|ARO:3004348|PDC-85	(35595) 232416+ (36707)	35595	36707	232416	35594	36652	1058	232416	232416	35595	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
615	gb|KR057756.1|+|0-1116|ARO:3004350|PDC-87	(35592) 232416+ (36707)	35592	36707	232416	35591	36652	1061	232416	232416	35592	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
616	gb|KR057757.1|+|0-1110|ARO:3004351|PDC-88	(35592) 232416+ (36707)	35592	36707	232416	35591	36652	1061	232416	232416	35592	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
617	gb|KR057758.1|+|0-1107|ARO:3004352|PDC-89	(35592) 232416+ (36707)	35592	36707	232416	35591	36652	1061	232416	232416	35592	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
618	gb|KR057759.1|+|0-1107|ARO:3004353|PDC-90	(35592) 232416+ (36707)	35592	36707	232416	35591	36652	1061	232416	232416	35592	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
619	gb|KR057760.1|+|0-1104|ARO:3004354|PDC-91	(35592) 232416+ (36707)	35592	36707	232416	35591	36652	1061	232416	232416	35592	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
620	gb|KR057761.1|+|0-1110|ARO:3004355|PDC-92	(35592) 232416+ (36707)	35592	36707	232416	35591	36652	1061	232416	232416	35592	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
621	gb|KR057762.1|+|0-1116|ARO:3004356|PDC-93	(35592) 232416+ (36707)	35592	36707	232416	35591	36652	1061	232416	232416	35592	36707	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
622	gb|KR091911.1|-|74564-75350|ARO:3002578|AAC(6')-Ib7	"(1383) 95508-, 26514331+, 104606+ (632)"	1383	632	"95508, 26514331, 104606"	8	577	569	104606	"95508, 26514331, 104606"	1383	2187	Different	Different	Different	Different	MatchOnPathAndStart	Different	Different
623	gb|KR872296.1|+|0-825|ARO:3003637|OXA-480	(54150) 246080- (54974)	54150	54974	246080	54149	54919	770	246080	246080	54150	54974	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
624	gb|KT736121.1|+|1176-1977|ARO:3001555|OXA-368	(660) 104604+ (1460)	660	1460	104604	659	1405	746	104604	104604	660	1460	MatchOnPath	SinglePathMatch	MatchOnPath	SinglePathMatch	Full	SinglePathMatch	Full
